Sentence,Aspect
"There was no mention of my third party reservation.A Metro stop is a block away, which will take you to various area of Los Angeles.",LOCATION
"Downtown nightlife wasn't important, as I was taking the metro into Hollywood for the Oscar events; plus, it was nice to get away from the insanity of Hollywood.",NOTRELATED
The rooms are well appointed and spacious.,ROOMS
The bathrooms were larger than expected and the walk-in shower was wonderful.,ROOMS
"Not many places to eat, but there is a great market a block away.",NOTRELATED
I think the name was Central Market.,NOTRELATED
I had the BEST Mexican food I have ever eaten - very inexpensive!,NOTRELATED
"I highly recommend the hotel, especially at the priceline rate of $55.00 per night (+ tax and fees).",OTHER
"If you want an upgrade room, join the Guest Select program, and you will be sent a coupon for a free room upgrade coupon.",OTHER
"after making the reservation, call the hotel and advise you have an upgrade coupon.",OTHER
The upgrade will allow access to free Continental Breakfast and afternoon cocktails.,OTHER
They cheated us!,OTHER
"Hallo!We stayed at this hotel only fore a couple of hours, because our airplain was delayed.A fine hotel, BUT they cheated us.",OTHER
They acussed me and some friends of taking something from the minibar - they acussed us of lying.,OTHER
Great Service And Lovely Rooms,ROOMS
"Great location, great rooms and great service!!!",LOCATION
What more can you ask for?,OTHER
Great value for Manhattan,VALUE
I picked this hotel after weeks of reading reviews on this site and others.,NOTRELATED
I decided it offered the best value for money for what I was after and I wasn't to be disappointed.,VALUE
Upon check-in we were upgraded to a corner room on the 30th floor.,CHECKIN
I had read much about NYC hotel rooms being on the small side but our room at the Millennium Plaza was very spacious.,ROOMS
But the main thing about the room was the views - WOW!,ROOMS
We had great views over the East River and over Midtown as well.,LOCATION
The room was modernly decorated and within easy walking distance of Grand Central Station and the subway.,LOCATION
Like others have already done so I would recommend John's Cafe for breakfast and there is also a great 24 hour deli/store on the corner of 44th and 2nd.,NOTRELATED
My main gripe is that when you are paying $300 a night for a room you would expect to have free internet in your room.,VALUE
This was not the case and we were charged $13 a day for the privelege.,VALUE
During our time in the States we had stayed at other more basic hotels which offered free wifi in rooms.,OTHER
"In fact, of the 5 hotels we stayed at in total the Millennium Plaza was the only one which did not offer free WIFI.",OTHER
"But all in all for the views and size of room you get for your money, I would say, that by NYC standards anyway, the UN Millennium Plaza offers great value for money and I would certainly stay there again and recommend the place to family and friends.",OTHER
Avoid this Sweat Shop Resort,OTHER
We will not return and there are many reasons why.,OTHER
"We paid, for information, $2500 for 7 nights, two people, all-inclusive, air, Apple, a good deal/fair price in America's winter.",VALUE
We arrived via Apple Vacations and check-in took around 2 hours... chaos at the front desk.,CHECKIN
Our room ended up not being ready until 6 PM that evening--arrived 3 PM.,OTHER
The horseback riding which is included is a joke..,OTHER
the resort makes it diffficult to attain and book such reservations.,OTHER
"For example, our 1st day there, not once in 7 days was the ride available at any time.",OTHER
"And to find this fact out, we spoke with 4 different people.",SERVICE
We noticed the same workers cleaning @ 7 AM were later serving dinners @ 8 PM.,OTHER
We felt sorry for them.,OTHER
"We tipped everywhere, but still received poor service.",SERVICE
"Often we seated ourselves after waiting, waiting, and waiting some more--WITH A RESERVATION.",SERVICE
"We watched numerous people turned away, one on crutches, because their reservation was lost in a snafu.",OTHER
"Again, we seated ourselves after waiting--WITH A RESERVATION for the main restaurant every night we ate there.",SERVICE
"One person would bring water, the other appetizers..",SERVICE
we often were brought courses twice because of the lack of communication.,SERVICE
Refills were offered twice during our entire stay in the main dining room.,SERVICE
"My husband actually got up once, walked to the soda fountain, glasses in hand, and refilled our sodas... and the workers who saw him do that said nothing.",SERVICE
"We requested this twice that evening, and waited 25 minutes... we are willing to get our own soda and are not above this, but...",SERVICE
it was ridiculous.,SERVICE
"Many nights no reservations were available, we were told, despite there being 5 couples seated in a 117-person-capacity restaurant--we booked dinner every evening the 1st night there.",SERVICE
"We ordered pizza one night, and it never came, nor did we see our waiter after ordering d the situation.",SERVICE
They quickly got our order through and explained there were unsure where our waiter went.,SERVICE
We did not even attempt room service.,SERVICE
"Many nights, our room was not cleaned until 6 and 7 PM.",SERVICE
"2 days went by where our room was not even cleaned at all, no new towels, nothing.",CLEANLINESS
We called the front desk several times about this and nothing was done.,CHECKIN
"The resort is either understaffed, poorly managed, or both.",CHECKIN
"We wanted to make this trip special, fun, and the resort ruined it.",OTHER
"The ocean was gorgeous, but rough, fellow tourists wonderful, and most staff were gracious--OUTSIDE the dining areas.",OTHER
"Drinks were great, the trip was relaxing, booked a tour and swam with nurse sharks, stingrays--all in a cage.",FOOD
"However, this resort was highly unorganized and for a 6 GOLDEN Apple rating.... we would surely cringe to see a 4-star ratied resort, which must be a sewer with 3 people working per every 1,000 tourists.",OTHER
"We have been to Mexico many times, other areas as well, and have never experienced such horrendous service and apathy.",SERVICE
We were never mistreated... we just often weren't treated at all.,SERVICE
And tipping made no difference (we would NEVER consider not tipping).,SERVICE
"The hotel manager was not helpful, reservations for dinner in the main restaurant were unorganized, lost, and made little difference in service.",SERVICE
"One evening, dinner took 3.5 hours after arrival.",SERVICE
"We waited, waited, waited... the entrees?",SERVICE
Steaks.,FOOD
Nothing special.,FOOD
"Breakfast was a bit better, and we realize this is not fast food, America, etcetera..",FOOD
but we were not offered refills once during breakfast.,SERVICE
"Again, my husband walked, glasses in hand, and poured orange juice several times..",SERVICE
"it was so bad some other guests who walked by my husband commented, Hey, we saw you get up and get our own drinks.... we were going to ask you to get ours, haha, since you are a better server than anyone working here..",SERVICE
"We guess the resort pays nothing to its workers, and is a mere sweat shop.",OTHER
The result: employees who are exhausted and don't care.,SERVICE
"We are unsure, at times, if ANYONE was managing the resort.",SERVICE
"The grounds were beautiful, but we noticed some cups in several common areas.... and these same cups remained until the date of our departure.",CLEANLINESS
That means certain areas had not been cleaned in over 6 days...AVOID THIS RESORT.,CLEANLINESS
SAVE YOUR MONEY AND GO ELSEWHERE.,OTHER
"AS A MATTER OF FACT, AVOID ALL SECRETS RESORTS, AS THEY ARE BUILDING WITHIN PLAYA DEL CARMEN, AND HAVE OTHER RESORTS.",OTHER
